com.mysql.jdbc.JDBC4PreparedStatement@b1cc87: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(4, 'Region IV', 30117)
com.mysql.jdbc.JDBC4PreparedStatement@92dcdb: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(735, 'GOES 5', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1a6684f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(62, 'Sentinel 1A', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@3a1ec6: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(522, 'FY-3C', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@112e7f7: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(502, 'Hai Yang 2A (HY-2A, SOA/NSOAS China)', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@17ec9f7: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(780, 'ERBS', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@15e2075: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(50, 'METEOSAT 3', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1860038: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(421, 'Oceansat-2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1a9d1b: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(724, 'COSMIC-2 P1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1ce669e: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(152, 'GMS 5', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1a8773c: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(59, 'METEOSAT 2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@d24e3f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(270, 'GOES 16', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@b05acd: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(763, 'NIMBUS 3', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@a00185: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(64, 'Sentinel 5P', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@3c9c31: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(55, 'METEOSAT 8', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1a4ded3: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(243, 'DMSP 10', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@18d7ace: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(288, 'GPM-core', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1d381d2: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(783, 'TERRA', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@933bcb: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(310, 'GOMS 1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1722456: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(743, 'COSMIC-4', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1dec1dd: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(722, 'GRACE A', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@aa233f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(222, 'LANDSAT 7', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@458f41: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(708, 'TIROS-N', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@118fa47: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(272, 'GOES 18', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@d16fc1: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(242, 'DMSP 9', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1dee400: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(341, 'RESURS 01-4', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@c5e9c: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(269, 'Spire Lemur 3U Cubesat', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@b3319f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(451, 'INSAT 2B', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@e3849c: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(742, 'COSMIC-3', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@13936e1: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(855, 'Combination of INSAT 3D and INSAT 3DR', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@b301f2: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(721, 'GFO', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@9c2715: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(422, 'ScatSat-1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@3a5794: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(741, 'COSMIC-2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@16ef71: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(255, 'GOES 11', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1c888d9: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(825, 'KOMPSAT-5', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@f1f051: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(223, 'NOAA 19', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@402af3: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(251, 'GOES 7', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@31f2a7: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(323, 'METEOR 3M-2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1697b67: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(151, 'GMS 4', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1e9c82e: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(784, 'AQUA', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@13f136e: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(21, 'SPOT2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@7a4489: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(200, 'NOAA 8', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1ba94d: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(731, 'GOES 1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@14d5bc9: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(734, 'GOES 4', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@a83a13: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(120, 'ADEOS', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1202d69: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(711, 'GOES (SMS 2)', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@a89ce3: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(726, 'COSMIC-2 P3', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@2b7db1: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(70, 'METEOSAT 11', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1c5466b: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(706, 'NOAA 6', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@17e845a: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(510, 'FY-2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@3caa4b: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(853, 'Combination of METEOSAT and DMSP', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@6b496d: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(221, 'LANDSAT 4', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1124746: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(5, 'METOP-3 (Metop-C)', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@383118: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(252, 'GOES 8', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@16dc861: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(52, 'METEOSAT 5', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@2d189c: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(56, 'METEOSAT 9', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@81a197: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(440, 'Megha-Tropiques', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@e29820: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(810, 'COMS-1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@987a33: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(249, 'DMSP 16', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@118d189: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(785, 'AURA', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1551b0: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(322, 'METEOR 3M-1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1c391c3: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(786, 'C/NOFS', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1e67e6a: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(754, 'COSMIC-2 E5', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@6ed322: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(203, 'NOAA 11', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@bf053f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(820, 'SAC-C', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@18330bf: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(422, 'ScatSat-1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@16917ee: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(241, 'DMSP 8', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@18b8914: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(751, 'COSMIC-2 E2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@cf829d: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(209, 'NOAA 18', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@c2ee15: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(173, 'Himawari-8', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1fe8ce8: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(704, 'NOAA 4', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@149105b: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(470, 'INSAT 3A', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@125d06e: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(515, 'FY-2E', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@19ba640: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(287, 'DMSP-19', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@11db6bb: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(767, 'NIMBUS 7', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1fe571f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(60, 'ENVISAT', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@83b1b: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(321, 'METEOR 3-5', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@157ea4a: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(20, 'SPOT1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@d3c65d: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(201, 'NOAA 9', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1a1399: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(58, 'METEOSAT 1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@caf6c1: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(261, 'JASON 2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1f03691: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(23, 'SPOT4', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1ce85c4: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(57, 'METEOSAT 10', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@139e351: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(43, 'TanDEM-X', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1578aab: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(174, 'Himawari-9', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@94257f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(787, 'CALIPSO', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@691dee: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(281, 'QUIKSCAT', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1cc5069: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(253, 'GOES 9', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1c7980c: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(432, 'INSAT 1D', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1077fc9: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(224, 'NPP', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1f4bcf7: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(430, 'INSAT 1B', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@6a3960: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(500, 'FY-1C', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1911540: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(122, 'GCOM-W1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@19762f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(765, 'NIMBUS 5', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@9ff0a8: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(271, 'GOES 17', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1ecfe07: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(813, 'ODIN', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@9a9b65: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(811, 'COMS-2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@78aa80: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(289, 'Orbiting Carbon Observatory - 2 (OCO-2, NASA)', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1712651: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(48, 'AEOLUS', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@f102d3: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(285, 'DMSP17', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@23f1bb: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(733, 'GOES 3', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@a0864f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(705, 'NOAA 5', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@15983b7: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(256, 'GOES 12', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@7976c1: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(171, 'MTSAT-1R', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@8aeb74: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(710, 'GOES (SMS 1)', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1b01afa: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(473, 'INSAT 3DR', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1c8efd1: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(63, 'Sentinel 1B', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1636e4e: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(523, 'FY-3D', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@18e261d: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(782, 'EARTH PROBE', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@10efd7c: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(206, 'NOAA 15', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1552b76: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(286, 'DMSP18', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1c8ef56: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(745, 'COSMIC-6', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1ab11b0: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(154, 'GMS-2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1d0d124: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(471, 'INSAT 3D', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@738d08: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(701, 'NOAA 1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@136a1a1: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(46, 'SMOS', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@5f2db0: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(140, 'GOSAT', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@dc41c5: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(821, 'SAC-D', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@14e113b: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(40, 'OERSTED', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1ac5f13: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(54, 'METEOSAT 7', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1f78b68: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(728, 'COSMIC-2 P5', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@19b46dc: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(723, 'GRACE B', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@30ae41: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(752, 'COSMIC-2 E3', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@ee1ede: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(260, 'JASON 1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@8b8a47: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(516, 'FY-2F', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@be49e0: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(258, 'GOES 14', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1dacccc: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(51, 'METEOSAT 4', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1922f46: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(150, 'GMS 3', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@15d3388: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(703, 'NOAA 3', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@db23f1: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(707, 'NOAA 7', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@147358f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(750, 'COSMIC-2 E1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1c54796: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(732, 'GOES 2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@676e3f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(225, 'NOAA 20', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@27982: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(283, 'CORIOLIS', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@da90c: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(851, 'Combination of NOAA 16 to NOAA 19', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@124111a: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(240, 'DMSP 7', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@4a7df6: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(514, 'FY-2D', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@20f443: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(259, 'GOES 15', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@3a1834: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(520, 'FY-3A', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@190a0d6: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(755, 'COSMIC-2 E6', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@10deb5f: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(725, 'COSMIC-2 P2', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@671f95: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(441, 'SARAL', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1e4a47e: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(501, 'FY-1D', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1754699: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(850, 'Combination of TERRA and AQUA', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@16ea269: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(727, 'COSMIC-2 P4', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@2e323: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(207, 'NOAA 16', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@dada24: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(226, 'NOAA 21', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1a78071: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(202, 'NOAA 10', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@d55986: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(273, 'GOES 19', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@691177: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(812, 'SCISAT-1', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@13043d2: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(452, 'INSAT 2E', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@221e9e: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(208, 'NOAA 17', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1264eab: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(248, 'DMSP 15', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@1a99347: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(781, 'UARS', 30121)
com.mysql.jdbc.JDBC4PreparedStatement@11a01dd: INSERT INTO code_flag_lookup (value, meaning, bufr_b_idx) VALUES(472, 'INSAT 3E', 30121)
